time_s,reference_deg,angle_deg,error_deg,velocity_rad_s,tension_N,moment_arm_m,torque_raw_Nm,torque_applied_Nm,P_Nm,I_Nm,damping_Nm,saturated,fixed_excitation,TRIlong_activation,TRIlong_fiber_length_m,TRIlong_path_length_m,TRIlong_tendon_force_N,TRIlat_activation,TRIlat_fiber_length_m,TRIlat_path_length_m,TRIlat_tendon_force_N,TRImed_activation,TRImed_fiber_length_m,TRImed_path_length_m,TRImed_tendon_force_N,BIClong_activation,BIClong_fiber_length_m,BIClong_path_length_m,BIClong_tendon_force_N,BICshort_activation,BICshort_fiber_length_m,BICshort_path_length_m,BICshort_tendon_force_N,BRA_activation,BRA_fiber_length_m,BRA_path_length_m,BRA_tendon_force_N
3.24,79.65843712948148,73.29192481229846,6.366512317183027,0.06829451977130918,30.11510550704129,0.1106918935857325,3.3334980541085213,3.3334980541085213,3.3334980541085213,0.0,-0.0,0,0.01,0.01,0.16427434529826115,0.3064844535148422,58.854619138234625,0.01,0.09880646881203232,0.19548576465076153,6.1611856611304,0.01,0.09375124323559957,0.18311356813172103,5.9824586013635415,0.01,0.11431213615206916,0.3874127587287107,5.952497340374191,0.01,0.1116781988693092,0.3045252897793381,3.9878895532443432,0.01,0.07494943540261206,0.12860531561708807,9.308290061794274
3.25,79.69473379629628,73.32954444004605,6.3651893562502355,0.06308033332058381,30.100128052097066,0.11072395930062337,3.3328053533839475,3.3328053533839475,3.3328053533839475,0.0,-0.0,0,0.01,0.01,0.16428672670593372,0.30649733708508836,58.8789243777952,0.01,0.09881973689884756,0.19549864822100768,6.145551487997726,0.01,0.09376442755190588,0.18312645170196717,5.967422976853633,0.01,0.11428033901232694,0.38738312251857,5.972360661711531,0.01,0.11164731824088102,0.3044956535691974,3.9990292946784805,0.01,0.07493615373887416,0.12859227651520033,9.326160351905967
3.2600000000000002,79.72848435199998,73.36420795592728,6.364276396072691,0.057975589926891544,30.087784995970356,0.1107534944496284,3.3323273285528154,3.3323273285528154,3.3323273285528154,0.0,-0.0,0,0.01,0.01,0.1642981486236419,0.3065092089616657,58.90034594600842,0.01,0.09883200618361138,0.19551052009758502,6.1300291759506536,0.01,0.09377661537308803,0.18313832357854448,5.952492513922453,0.01,0.11425088390315113,0.3873558086485366,5.99206622624247,0.01,0.11161877177256199,0.304468339699164,4.010073846179368,0.01,0.07492389532052118,0.12858025742614218,9.343804354895916
3.27,79.75976213437038,73.39598936920596,6.363772765164426,0.05301922454700288,30.078052375409484,0.11078056472665915,3.332063628025894,3.332063628025894,3.332063628025894,0.0,-0.0,0,0.01,0.01,0.16430863331736495,0.30652009432513305,58.91907738727891,0.01,0.09884329654086844,0.1955214054610523,6.114746351588135,0.01,0.09378782696465034,0.18314920894201178,5.937791507172241,0.01,0.11422373095905596,0.38733076036897823,6.011457768274868,0.01,0.1115925130346363,0.3044432914196056,4.020930311596929,0.01,0.07491263759250111,0.1285692338031389,9.361074620229006
3.2800000000000002,79.78864272118523,73.42498401023713,6.3636587109481,0.048246743530852856,30.070811615806168,0.11080525367750525,3.332003909377874,3.332003909377874,3.332003909377874,0.0,-0.0,0,0.01,0.01,0.16431821006362182,0.3065300256786337,58.93532869635016,0.01,0.09885363518479667,0.19553133681455298,6.099826640335946,0.01,0.09379808991400092,0.18315914029551247,5.923440154177369,0.01,0.11419882278755725,0.38730790393993586,6.0303832700249655,0.01,0.11156847814048713,0.30442043499056326,4.031509644044793,0.01,0.07490235034739626,0.12855917357191643,9.377832546166076
3.29,79.81520394799998,73.45130617838079,6.363897769619186,0.04368889137714363,30.065861351003687,0.11082766069145444,3.3321290802053505,3.3321290802053505,3.3321290802053505,0.0,-0.0,0,0.01,0.01,0.16432691444589875,0.3065390420424562,58.949319309203055,0.01,0.09886305606674312,0.19554035317837548,6.085384741138117,0.01,0.09380743851190985,0.18316815665933497,5.909549772709788,0.01,0.1141760856630589,0.38728715048287576,6.048701103337336,0.01,0.11154658720888791,0.3043996815335031,4.041730184247007,0.01,0.07489299646739635,0.12855003794496903,9.393953774448422
3.3000000000000003,79.839525925926,73.4750861118935,6.364439814032495,0.03937061475516678,30.062932552858406,0.11084789842565212,3.332412893996479,3.332412893996479,3.332412893996479,0.0,-0.0,0,0.01,0.01,0.16433478742187588,0.30654718791574154,58.961271062090304,0.01,0.09887159902281471,0.19554849905166083,6.071522078256886,0.01,0.09381591288590503,0.18317630253262035,5.896218590490867,0.01,0.11415543134378403,0.38726839837277105,6.0662854557314425,0.01,0.11152674642386166,0.30438092942339845,4.051520706750459,0.01,0.07488453291847756,0.12854178247525805,9.409332663299443
3.31,79.86169105940743,73.49646646045922,6.36522459894821,0.03531035907268995,30.061706081441198,0.11086608981500877,3.3328238064174553,3.3328238064174553,3.3328238064174553,0.0,-0.0,0,0.01,0.01,0.16434187421775293,0.3065545120672864,58.971401490809285,0.01,0.09887930872418438,0.1955558232032057,6.058323238158921,0.01,0.0938235579389119,0.18318362668416519,5.883528309738613,0.01,0.11413675939427287,0.3872515360274751,6.083030790802279,0.01,0.11150885056361787,0.30436406707810243,4.060822835862887,0.01,0.07487691193613037,0.1285343582862171,9.423885647412892
3.3200000000000003,79.88178406400007,73.51559845590903,6.36618560809104,0.0315197144642425,30.061831695792,0.11088236483256518,3.3333269896279805,3.3333269896279805,3.3333269896279805,0.0,-0.0,0,0.01,0.01,0.1643482231114652,0.3065610662225219,58.97991780799115,0.01,0.09888623348935863,0.19556237735844118,6.045853357529687,0.01,0.09383042215292052,0.18319018083940067,5.871541606921852,0.01,0.11411995987784793,0.3872364449392849,6.0988551464865,0.01,0.11149278585391671,0.3043489759899123,4.069592729072461,0.01,0.07487008233569514,0.12852771340953761,9.437553358314267
3.33,79.89989198414816,73.53263798103734,6.3672540031108165,0.0280034097664797,30.062947544886452,0.11089685716859347,3.3338863999521906,3.3338863999521906,3.3338863999521906,0.0,-0.0,0,0.01,0.01,0.16435388416874913,0.3065669037152631,58.9870118431218,0.01,0.0988924240211552,0.19556821485118236,6.034156575279015,0.01,0.09383655632082051,0.18319601833214186,5.860300675341777,0.01,0.1141049162727246,0.38722300278996413,6.1137021397719815,0.01,0.11147843299294571,0.30433553384059153,4.077801967454884,0.01,0.0748639908777643,0.12852179416055806,9.450301449240207
